start	end	text
2000060	2007940	О том, что это все представляет собой пирог очень схожий с каким-то даже рождественским.
2008440	2014600	Но украшен каким-то марципанами и символизирующим 12 апостолов Иисуса Христа.
2015120	2017560	Итак, теперь мы перемещаемся с вами в май.
2018120	2018820	May Day.
2019120	2020040	Первое мае.
2020560	2022860	Это совсем не праздник мира и труда.
2023000	2024360	Сразу вам скажу, как мы привыкли.
2024440	2024960	Первое мае.
2025040	2026900	Шашлычки, дача, там еще что-то.
2027000	2027940	Нет, нет, нет, нет, нет.
2027940	2030860	Мы сейчас говорим про англ, и эти мысли даже от себя откиньте сразу.
2031560	2036880	В средние века в этот день девушки вставали до рассвета и умывались росой.
2036980	2039700	Да, видите, никаких аналогов с шашлычками нет.
2040800	2045240	И они верили в то, что это сделает их неотразимыми на год вперед.
2045240	2048280	Также в этот день проводились соревнования по стрельбе из лука.
2049040	2050240	Жители пели, плясали.
2050540	2055280	И этот обычай еще выживает в некоторых глухих британских деревушках,
2055280	2058200	но городские жители полностью его вообще игнорируют.
2058320	2059740	Типа, нам-то неинтересно.
2060320	2064120	В июне, это всегда обычно вторая суббота июня,
2064240	2066320	день рождения королевы официальный.
2066580	2067780	Да, официальный, да.
2068640	2071260	Официальный день рождения правящего монарха
2071260	2073620	празднуется во вторую субботу июня.
2074180	2077660	Он отмечается цереминальным таким парадом в Уайт-Холле,
2078240	2080500	на котором присутствует королевская семья,
2080740	2082720	приглашенные гости королевы, да,
2082720	2084420	и просто даже зрители.
2085280	2088560	Эта церемония берет свое начало с конца 17 века,
2088980	2093440	когда было принято проносить знамя перед солдатами,
2093520	2095100	чтобы те могли их увидеть и запомнить.
2095640	2101200	С 1748 года парад с торжественным проносным знаменем перед войсками
2101200	2103840	стал проводиться в официальный день рождения монарха, да.
2104460	2107560	И во время церемонии королева инспектирует войска,
2107560	2110900	а после нее она дает большой такой балл,
2110940	2113460	где собирается вся знать государство.
2114100	2116860	24 июня.
2117380	2119320	Mondes Summer Day.
2119460	2121960	Ужасно, кстати, прочитала это название, сразу скажу, да.
2122580	2126300	Это традиционно считается самым длинным днем года.
2126300	2131920	В этот день все друиды отправляются к древнему Стоунхенджу
2131920	2137040	и наблюдают за тем, как солнце светит на знаменитой Хеллстоун.
2137460	2141540	И для друидов этот праздник представляет собой самое важное событие года.
2142220	2147220	И остальным же жителям острова совершенно не до него.
2147400	2148780	Всем, как говорится, пофиг, да.
2148780	2156640	В октябре, в октябре The Potato Holidays, да.
2157140	2158560	Вот тут ты нормально прочитала, да.
2159120	2163180	Раньше в эти выходные молодые люди помогали фермерам собирать урожай картофель,
2163260	2166620	но теперь, когда этот праздник, процесс весь механизирован, да,
2167180	2170760	эти дни называют просто октябрьскими выходными.
2170760	2174120	И британцы в этот день отправляются в свой загородный дом
2174120	2176000	или просто навещают родственников.
2176480	2177760	31 октября Хэллоуин.
2177760	2178320	Хэллоуин.
2178380	2183920	Ну, Хэллоуин, опять же говорю, что тот праздник, который проникся по всему миру и в России тоже.
2184580	2189300	Вечер перед днём всех святых, когда духи привидения освобождаются
2189300	2192060	и рыщут по улицам в поисках людей, да.
2192600	2196260	Дорогие друзья, я думаю, что через годик, ближе к Хэллоуину,
2196260	2202360	я запишу выпуск про Хэллоуин, где расскажу все жуткие и страшные подробности, да.
2202500	2203820	Ну и вообще, как образовался Хэллоуин.
2203820	2210720	Итак, старину люди в этот день не выходили на улицу и запирали все окна и двери,
2211240	2214400	чтобы не дать злым духам проникнуть в дом.
2214540	2217840	В наше время этот праздник отмечают весело, шумно.
2217840	2224100	Леди наряжаются там в костюмы чудовищ, ходят по соседским домам, требуют сладости,
2224200	2225740	либо они совершат какую-нибудь гадость.
2226540	2232020	Также в этот день устраиваются маскарады, выставляют в окно такую полую тыкву
2232020	2235540	с вырезанными глазами и ртом и свечка внутри, чтобы отпугнуть духов.
2235540	2240380	В ноябре Гай Фокс Дэй, 5 ноября.
2240460	2244040	Вот про этот праздник я хочу побольше вам рассказать.
2244440	2249020	Это один из уникальных праздников Англии.
2249360	2252540	Он возник из совсем не праздничного события.
2253420	2258560	5 ноября 1605 года кучка католиков попыталась взорвать здание парламента
2258560	2262880	вместе с правительством и королем Джеймсом Первым, королевой и их сыном.
2263440	2267060	Заговорщики были недовольны отношением короля к католикам
2267060	2272100	и надеялись, что английские католики смогут захватить власть в стране,
2272220	2275160	если они убьют членов правительства и королевской семьи.
2276140	2280280	Заговорщики арендовали подвал под зданием парламента
2280280	2284680	и за несколько дней до открытия парламента Гай Фокс
2284680	2288800	спрятал в подвале 20 бочек с порохом.
2289200	2293240	Но один из заговорщиков предупредил своего родственника, лорда Монтигла,
2293980	2296600	чтобы тот не приходил в парламент 5 ноября.
2297540	2300380	Упомянутый лорд, в свою очередь, предупредил власти,
2300540	2303620	которые и схватили Гайя на месте преступления.
2304200	2306480	Все остальные конспираторы либо погибли,
2306480	2309300	пытаясь спастись от ареста, либо были просто казнены.
2309800	2313240	Так что 5 ноября остался днем воспоминания об этом событии.
2313240	2316860	За несколько дней до праздника дети делают чучело Гайя
2316860	2318760	в натуральную величину и старая одежда.
2318840	2322240	Набитые какой-то соломой, газетами, носят это чучело по улицам.
2322980	2327460	И кричат разные неприличные кричалки и зарабатывают на этом деньги.
2328680	2331940	Вечером 5 ноября люди делают большие костры,
2332000	2336400	на которых чучело сжигаются, запускаются фейерверки
2336400	2339780	и даже пекут картошку и каштаны на углях этого костра.
2339780	2342740	Этот праздник считается очень веселым,
2342800	2346580	несмотря на то, что из-за пылкости празднования в этот день
2346580	2349520	случается гораздо больше пожаров, чем полагалось.
2349600	2351500	Поэтому праздник очень интересный.
2352300	2356840	Итак, 30 ноября у нас отмечается St. Andrew's Day.
2357040	2359400	Это день покровителя Шотландии.
2359400	2362960	То есть замечаете, что у каждого Шотландии и Иоландии
2362960	2365620	есть свои дни и свои, кажется, дни покровителей.
2366040	2368620	А теперь мы перемещаемся с вами в декабрь.
2368840	2373060	Итак, с 1 по 24 декабря Advent, подготовка к Рождеству.
2373200	2375800	Ну, Advent у нас еще иногда строится с Advent календарь,
2375840	2379980	который мы там покупаем в декабре и открываем его каждый день.
2380100	2382460	Итак, что касаемо Advent и Англии.
2382460	2385520	Это неделя подготовки к Рождеству.
2386080	2388340	И в это время духовные наставники христиан
2388340	2391500	просят их задуматься об истинном смысле Рождества
2391500	2394700	и обдумать, действительно ли они следуют
2394700	2396520	примеру Иисуса Христа в своей жизни.
2397160	2400600	Одна из главных традиций этих недель –
2400600	2403800	это венки со свечками, которые имеют особое значение.
2404360	2408180	Такие венки делают на первое воскресенье этого периода.
2408180	2411540	И обычно они состоят из 5 свечей где-то.
2411540	2416400	4 красные свечки и одна получается белая свечка.
2416920	2419800	Каждое воскресенье зажигается новая красная свеча.
2420080	2424000	Они зажигают в то время, когда семья собирается вместе за молитвой,
2424520	2425980	праздничным столом и так далее.
2426160	2429200	И белую свечу зажигают вечер перед Рождеством,
2429300	2433520	как символ того, что мир пройдет Христос и осветит всю эту тьму.
2434000	2436380	Итак, с 24 по 25 декабря.
2436780	2440480	Рождество в Европе празднуется больше, чем Новый год.
2440480	2441840	Естественно, мы это знаем прекрасно.
2441920	2443540	А у нас все-таки больше празднуется Новый год.
2443560	2445300	И на Новый год мы любим получать подарки.
2445700	2447020	А в Европе, естественно, Рождество.
2447180	2448540	Итак, что касаемо Рождества.
2449200	2452020	Обычай вешать носки для подарков пришел из Англии.
2452320	2455480	Санта Клаус однажды уронил несколько золотых монет,
2455560	2457540	когда спускался вниз по дымоходу.
2458160	2460240	Монеты бы провалились в печку и пропали бы,
2460340	2463620	если бы они не попали в носок, который был повешен для просушки.
2463620	2468940	С тех пор дети вешают носки на камин в надежде найти их полными подарками.
2469140	2472020	Дети пишут письма Санта Клаусу с описанием их желаний.
2472560	2475820	Но вместо того, чтобы отправить их в почту, они бросают их в огонь.
2476140	2479040	А Санта Клаус прилежно читает дым.
2479620	2482220	Дом украшают хвойными ветками и лесными ягодами.
2482380	2485860	Эта традиция соблюдалась задолго до крещения Англии.
2485860	2490700	Ветки ягоды приносили в дом, чтобы разогнать зимние уныние
2490700	2493140	и наполнить, что весна уже не за горами.
2493520	2496520	А мелу можно найти на яблонях и на ивах.
2496780	2499680	Ее развешали по дому еще древние друиды,
2499760	2502880	которые верили, что отпугивают злых духов.
2503400	2507540	Рождественскую елику стали украшать на Рождество около тысячи лет назад в Германии,
2507540	2510880	когда святой Бонифаций, который обратил немцев к христианству,
2510960	2513580	по легенде наткнулся на группу язычников,
2513580	2517180	которые собирались принести жертву дубу мальчика.
2517460	2520260	В ярости святой Бонифаций срубил большой дуб,
2520660	2523780	и к его удивлению из дуба пня выросла ель.
2524120	2526640	Святой воспринял это как знак христианской веры,
2526760	2529640	и лишь в 16 веке елки стали приносить домой.
2530240	2532120	Украшение рождественской елки,
2532180	2535380	хотя и исконно немецкий такой является обычай,
2535380	2540380	стало очень популярным с 1841 года,
2540380	2547820	когда принц Альберт приказал принести и украсть из ель в Виндзорский замок для его жены Виктории и их детей.
2548560	2552480	Елки украшали свечами до тех пор, пока не изобрели электрические гирлянды.
2553060	2559020	В сочельник дети оставляли пироги с мясом и бренди для Санта-Клауса и морковь для оленей.
2559020	2564660	По традиции к праздничному обеду, кроме всего прочего, подаются рождественские крекеры,
2565100	2567900	и когда их разламывают, естественно, с громким треском,
2567900	2575840	оттуда и выпадают праздничный бумажный головной убор в форме короны, игрушек или подарок и праздничная шутка.
2576420	2581760	Подарки открывают утром в Рождество, дети просыпаются очень рано утром и находят носок,
2581820	2585480	полный подарков в ногах кровати и подарки на полу.
2585480	2591720	И позже семья собирается вместе, чтобы открыть все подарки, которые были оставлены под елкой.
2591840	2597720	Итак, в сегодняшнем выпуске мы узнали, какие есть традиции и праздники в Англии.
2598000	2604460	И самое главное, не забудьте подписаться, поставить колокольчик и поставить лайк данному выпуску,
2604520	2607900	потому что благодаря вам у нас идут очень крутые просмотры.
2608380	2610340	И хотелось бы анонсировать следующий выпуск.
2610580	2614300	Это Джейн Остин и сестры Бронте.
2614300	2621920	Да, это будет снова литературный выпуск, но мы там поговорим побольше про биографию этих потрясающих женщин.
2622300	2624060	Спасибо, что дослушали до конца.
2624240	2630340	С вами был выпуск-подкаст, точнее, блог-подкаст, да, сквозь время.
2630340	2640340	Продолжение следует...
